Marca_Cod,Marca,Modelo_Cod,Modelo,Ano,Versao,Versao_Cod,Combustivel_Gasolina,Combustivel_Alcool,Consumo_Cidade_Gasolina,Consumo_Cidade_Alcool,Consumo_Estrada_Gasolina,Consumo_Estrada_Alcool,Chave_A,Chave_B,Combustivel
5,Chevrolet,2388,SPIN,2022,Spin 1.8 Econoflex LS 5S (Aut),31172,Álcool,Gasolina,8,11.7,9.3,13.6,5-2388-2022,5-2388-31172-2022,FLEX
14,Fiat,1087,UNO,2011,Uno 1.0 Attractive,30473,Álcool,Gasolina,8,11.6,9.4,13.4,14-1087-2011,14-1087-30473-2011,FLEX
14,Fiat,1087,UNO,2012,Uno 1.0 Attractive,30473,Álcool,Gasolina,8,11.6,9.4,13.4,14-1087-2012,14-1087-30473-2012,FLEX
30,Porsche,2541,MACAN,2019,Macan 2.0 PDK,30294,Gasolina,N/D,8,N/D,9,N/D,30-2541-2019,30-2541-30294-2019,GASOLINA
14,Fiat,1087,UNO,2014,Uno 1.0 Attractive,30473,Álcool,Gasolina,8,11.6,9.4,13.4,14-1087-2014,14-1087-30473-2014,FLEX
14,Fiat,1087,UNO,2015,Uno 1.0 Attractive,30473,Álcool,Gasolina,8,11.6,9.4,13.4,14-1087-2015,14-1087-30473-2015,FLEX
14,Fiat,1087,UNO,2016,Uno 1.0 Attractive,30473,Álcool,Gasolina,8,11.6,9.4,13.4,14-1087-2016,14-1087-30473-2016,FLEX
14,Fiat,1087,UNO,2017,Uno 1.0 Attractive,30473,Álcool,Gasolina,8,11.6,9.4,13.4,14-1087-2017,14-1087-30473-2017,FLEX
14,Fiat,1087,UNO,2018,Uno 1.0 Attractive,30473,Álcool,Gasolina,8,11.6,9.4,13.4,14-1087-2018,14-1087-30473-2018,FLEX
36,Volkswagen,479,FUSCA,1985,Fusca 1300,3201,N/D,N/D,8,N/D,10,N/D,36-479-1985,36-479-3201-1985,N/D
14,Fiat,1087,UNO,2019,Uno 1.0 Attractive,30473,Álcool,Gasolina,8,11.6,9.4,13.4,14-1087-2019,14-1087-30473-2019,FLEX
14,Fiat,1087,UNO,2020,Uno 1.0 Attractive,30473,Álcool,Gasolina,8,11.6,9.4,13.4,14-1087-2020,14-1087-30473-2020,FLEX
31,Renault,919,SANDERO,2013,Sandero Authentique 1.0 16V (flex),14238,Álcool,Gasolina,8,N/D,8.8,N/D,31-919-2013,31-919-14238-2013,FLEX
30,Porsche,428,BOXSTER,2015,Boxster 2.7 PDK,25445,Gasolina,N/D,8,N/D,11.9,N/D,30-428-2015,30-428-25445-2015,GASOLINA
30,Porsche,428,BOXSTER,2016,Boxster 2.7 PDK,25999,Gasolina,N/D,8,N/D,11.9,N/D,30-428-2016,30-428-25999-2016,GASOLINA
36,Volkswagen,479,FUSCA,1984,Fusca 1300,3201,N/D,N/D,8,N/D,10,N/D,36-479-1984,36-479-3201-1984,N/D
36,Volkswagen,475,APOLLO,1990,Apollo GL 1.8,1713,N/D,N/D,8,N/D,12,N/D,36-475-1990,36-475-1713-1990,N/D
36,Volkswagen,494,QUANTUM,1985,Santana Quantum CG 1.8,2020,N/D,N/D,8,N/D,12,N/D,36-494-1985,36-494-2020-1985,N/D
36,Volkswagen,494,QUANTUM,1990,Santana Quantum CL 1.8,2021,N/D,N/D,8,N/D,12,N/D,36-494-1990,36-494-2021-1990,N/D
29,Peugeot,2419,208,2016,208 Active 1.5 8V (Flex),22428,Álcool,Gasolina,8,11.6,9.6,14.3,29-2419-2016,29-2419-22428-2016,FLEX
29,Peugeot,2419,208,2014,208 1.5 8V Active (Flex),14846,Álcool,Gasolina,8,11.6,9.6,14.3,29-2419-2014,29-2419-14846-2014,FLEX
29,Peugeot,2419,208,2013,208 1.5 8V Active (Flex),14846,Álcool,Gasolina,8,11.6,9.6,14.3,29-2419-2013,29-2419-14846-2013,FLEX
40,Outras,468,COROLLA,2022,Corolla 2.0 GLi CVT,30804,Álcool,Gasolina,8,11.6,9.7,13.9,40-468-2022,40-468-30804-2022,FLEX
19,Jeep,666,WRANGLER,2021,Wrangler 2.0 Sahara 4X4,30956,Gasolina,N/D,8,N/D,8.6,N/D,19-666-2021,19-666-30956-2021,GASOLINA
5,Chevrolet,133,CHEVETTE SEDAN,1973,Chevette Sedan SL 1.4,3180,N/D,N/D,8,N/D,9,N/D,5-133-1973,5-133-3180-1973,N/D
14,Fiat,1087,UNO,2021,Uno 1.0 Attractive,30473,Álcool,Gasolina,8,11.6,9.4,13.4,14-1087-2021,14-1087-30473-2021,FLEX
36,Volkswagen,494,QUANTUM,1986,Santana Quantum CD 1.8,2019,N/D,N/D,8,N/D,12,N/D,36-494-1986,36-494-2019-1986,N/D
36,Volkswagen,494,QUANTUM,1987,Santana Quantum CL 1.8,2021,N/D,N/D,8,N/D,12,N/D,36-494-1987,36-494-2021-1987,N/D
36,Volkswagen,494,QUANTUM,1988,Santana Quantum CL 1.8,2021,N/D,N/D,8,N/D,12,N/D,36-494-1988,36-494-2021-1988,N/D
36,Volkswagen,494,QUANTUM,1989,Santana Quantum CL 1.8,2021,N/D,N/D,8,N/D,12,N/D,36-494-1989,36-494-2021-1989,N/D
29,Peugeot,2419,208,2015,208 Active 1.5 8V (Flex),17808,Álcool,Gasolina,8,11.6,9.6,14.3,29-2419-2015,29-2419-17808-2015,FLEX
36,Volkswagen,494,QUANTUM,1991,Santana Quantum CL 1.8,2021,N/D,N/D,8,N/D,12,N/D,36-494-1991,36-494-2021-1991,N/D
36,Volkswagen,494,QUANTUM,1993,Santana Quantum CL 1.8,2021,N/D,N/D,8,N/D,12,N/D,36-494-1993,36-494-2021-1993,N/D
35,Toyota,468,COROLLA,2022,Corolla 2.0 GLi CVT,30804,Álcool,Gasolina,8,11.6,9.7,13.9,35-468-2022,35-468-30804-2022,FLEX
36,Volkswagen,479,FUSCA,1986,Fusca 1300,3201,N/D,N/D,8,N/D,10,N/D,36-479-1986,36-479-3201-1986,N/D
5,Chevrolet,131,CHEVETTE HATCH,1983,Chevette Hatch 1.4,3178,N/D,N/D,8,N/D,9,N/D,5-131-1983,5-131-3178-1983,N/D
36,Volkswagen,494,QUANTUM,1994,Santana Quantum CL 1.8,2021,N/D,N/D,8,N/D,12,N/D,36-494-1994,36-494-2021-1994,N/D
36,Volkswagen,494,QUANTUM,1992,Santana Quantum CL 1.8,2021,N/D,N/D,8,N/D,12,N/D,36-494-1992,36-494-2021-1992,N/D
36,Volkswagen,478,FOX,2017,Fox 1.0 MPI Trendline (Flex),25694,Álcool,Gasolina,8,12.7,9.9,14.4,36-478-2017,36-478-25694-2017,FLEX
31,Renault,739,MASTER,2019,Master 2.3 16V L1H1 Furgão,28428,Diesel,N/D,7.9,N/D,8.2,N/D,31-739-2019,31-739-28428-2019,DIESEL
31,Renault,739,MASTER,2022,Master 2.3 L1H1 Chassi Cabine,30771,Diesel,N/D,7.9,N/D,8.1,N/D,31-739-2022,31-739-30771-2022,DIESEL
31,Renault,739,MASTER,2008,Master 2.3 L1H1 Chassi Cabine,30771,Diesel,N/D,7.9,N/D,8.1,N/D,31-739-2008,31-739-30771-2008,DIESEL
31,Renault,739,MASTER,2020,Master 2.3 L1H1 Furgão,29268,Diesel,N/D,7.9,N/D,8.2,N/D,31-739-2020,31-739-29268-2020,DIESEL
28,Nissan,2696,KICKS,2020,Kicks 1.6 S (Flex),29569,Álcool,Gasolina,7.8,11.1,9,13,28-2696-2020,28-2696-29569-2020,FLEX
28,Nissan,2696,KICKS,2022,Kicks 1.6 Sense,30900,Álcool,Gasolina,7.8,11.1,9,13,28-2696-2022,28-2696-30900-2022,FLEX
36,Volkswagen,478,FOX,2020,Fox 1.6 Connect,29497,Álcool,Gasolina,7.8,11.6,9.7,13.9,36-478-2020,36-478-29497-2020,FLEX
28,Nissan,2696,KICKS,2019,Kicks 1.6 S (Flex),29062,Álcool,Gasolina,7.8,11.1,9,13,28-2696-2019,28-2696-29062-2019,FLEX
36,Volkswagen,478,FOX,2019,Fox 1.6 MSI Connect (Flex),28831,Álcool,Gasolina,7.8,11.2,9.3,13.3,36-478-2019,36-478-28831-2019,FLEX
36,Volkswagen,829,CROSSFOX,2011,CrossFox 1.6 (Flex),6401,Álcool,Gasolina,7.8,N/D,10.9,N/D,36-829-2011,36-829-6401-2011,FLEX
36,Volkswagen,829,CROSSFOX,2010,CrossFox 1.6 (Flex),7928,Álcool,Gasolina,7.8,N/D,10.9,N/D,36-829-2010,36-829-7928-2010,FLEX
31,Renault,739,MASTER,2021,Master 2.3 L1H1 Furgão,30117,Diesel,N/D,7.8,N/D,8.2,N/D,31-739-2021,31-739-30117-2021,DIESEL
36,Volkswagen,829,CROSSFOX,2014,CrossFox 1.6 VHT (Flex),14873,Álcool,Gasolina,7.8,N/D,10.9,N/D,36-829-2014,36-829-14873-2014,FLEX
36,Volkswagen,829,CROSSFOX,2015,CrossFox 1.6 VHT (Flex),14873,Álcool,Gasolina,7.8,N/D,10.9,N/D,36-829-2015,36-829-14873-2015,FLEX
36,Volkswagen,478,FOX,2021,Fox 1.6 Connect,30298,Álcool,Gasolina,7.8,11.6,9.7,13.9,36-478-2021,36-478-30298-2021,FLEX
30,Porsche,1053,PANAMERA,2013,Panamera 3.6 V6 4WD,14933,Gasolina,N/D,7.8,N/D,14.4,N/D,30-1053-2013,30-1053-14933-2013,GASOLINA
30,Porsche,1053,PANAMERA,2012,Panamera 3.6 V6 4WD,13297,Gasolina,N/D,7.8,N/D,14.4,N/D,30-1053-2012,30-1053-13297-2012,GASOLINA
3,Audi,2517,A3 SEDAN,2021,A3 Sedan 1.4 Prestige Tiptronic,30702,Álcool,Gasolina,7.8,11.7,9.9,14.2,3-2517-2021,3-2517-30702-2021,FLEX
3,Audi,2517,A3 SEDAN,2021,A3 Sedan 1.4 Prestige Plus Tiptronic,30701,Álcool,Gasolina,7.8,11.7,9.9,14.2,3-2517-2021,3-2517-30701-2021,FLEX
3,Audi,2517,A3 SEDAN,2021,A3 Sedan 1.4 Prestige Plus TECH,30700,Álcool,Gasolina,7.8,11.7,9.9,14.2,3-2517-2021,3-2517-30700-2021,FLEX
36,Volkswagen,2750,VIRTUS,2021,Virtus 1.6 Sense (Aut),30305,Álcool,Gasolina,7.8,10.8,9.8,13.8,36-2750-2021,36-2750-30305-2021,FLEX
36,Volkswagen,2750,VIRTUS,2022,Virtus 1.6 Sense (Aut),31187,Álcool,Gasolina,7.8,10.8,9.8,13.8,36-2750-2022,36-2750-31187-2022,FLEX
30,Porsche,1053,PANAMERA,2011,Panamera 3.6 V6 4WD,8388,Gasolina,N/D,7.8,N/D,14.4,N/D,30-1053-2011,30-1053-8388-2011,GASOLINA
3,Audi,2517,A3 SEDAN,2021,A3 Sedan 2.0 Perform Black S-Tronic performance,30703,Álcool,Gasolina,7.8,11.7,9.9,14.2,3-2517-2021,3-2517-30703-2021,FLEX
36,Volkswagen,478,FOX,2022,Fox 1.6 Connect,31180,Álcool,Gasolina,7.8,11.6,9.7,13.9,36-478-2022,36-478-31180-2022,FLEX
29,Peugeot,948,207,2013,207 Hatch Blue Lion 1.4 (Flex),14540,Álcool,Gasolina,7.8,N/D,10,N/D,29-948-2013,29-948-14540-2013,FLEX
36,Volkswagen,829,CROSSFOX,2012,CrossFox 1.6 VHT (Flex),12561,Álcool,Gasolina,7.8,N/D,10.9,N/D,36-829-2012,36-829-12561-2012,FLEX
36,Volkswagen,829,CROSSFOX,2013,CrossFox 1.6 VHT (Flex),13958,Álcool,Gasolina,7.8,N/D,10.9,N/D,36-829-2013,36-829-13958-2013,FLEX
40,Outras,465,CAMRY,2015,Camry 3.5 V6 VVT-i (Aut),22657,Gasolina,N/D,7.8,N/D,10.2,N/D,40-465-2015,40-465-22657-2015,GASOLINA
40,Outras,465,CAMRY,2014,Camry 3.5 V6 VVT-i (Aut),16391,Gasolina,N/D,7.8,N/D,10.2,N/D,40-465-2014,40-465-16391-2014,GASOLINA
40,Outras,468,COROLLA,2019,Corolla 1.8 GLi Multidrive,29494,Álcool,Gasolina,7.8,11.4,9.2,13.2,40-468-2019,40-468-29494-2019,FLEX
35,Toyota,468,COROLLA,2019,Corolla 1.8 GLi Multidrive,29494,Álcool,Gasolina,7.8,11.4,9.2,13.2,35-468-2019,35-468-29494-2019,FLEX
36,Volkswagen,776,KOMBI,1999,Kombi Standard Lotação 1.6,16203,N/D,N/D,7.8,N/D,9,N/D,36-776-1999,36-776-16203-1999,N/D
36,Volkswagen,480,GOL,2016,Gol 1.0 TEC Special (Flex) 2p,22285,Álcool,Gasolina,7.7,11.6,9.6,13.9,36-480-2016,36-480-22285-2016,FLEX
31,Renault,2320,DUSTER,2021,Duster 1.6 Zen,30179,Álcool,Gasolina,7.7,11.2,7.8,11.2,31-2320-2021,31-2320-30179-2021,FLEX
31,Renault,2320,DUSTER,2022,Duster 1.6 Zen,30756,Álcool,Gasolina,7.7,11.2,7.8,11.2,31-2320-2022,31-2320-30756-2022,FLEX
36,Volkswagen,495,VOYAGE,2016,Voyage 1.0 TEC Trendline (Flex),22299,Álcool,Gasolina,7.7,11.6,9.6,13.9,36-495-2016,36-495-22299-2016,FLEX
36,Volkswagen,495,VOYAGE,2015,Voyage 1.0 TEC City (Flex),23265,Álcool,Gasolina,7.7,N/D,9.6,N/D,36-495-2015,36-495-23265-2015,FLEX
36,Volkswagen,495,VOYAGE,2014,Voyage 1.0 TEC City (Flex),23265,Álcool,Gasolina,7.7,N/D,9.6,N/D,36-495-2014,36-495-23265-2014,FLEX
16,Honda,2627,HR-V,2021,HR-V 1.8 LX CVT,30644,Álcool,Gasolina,7.7,11,8.6,12.3,16-2627-2021,16-2627-30644-2021,FLEX
16,Honda,2627,HR-V,2016,HR-V 1.8 LX CVT,30644,Álcool,Gasolina,7.7,11,8.6,12.3,16-2627-2016,16-2627-30644-2016,FLEX
36,Volkswagen,829,CROSSFOX,2018,CrossFox 1.6 16v MSI (Flex),27500,Álcool,Gasolina,7.7,11,9.2,13,36-829-2018,36-829-27500-2018,FLEX
16,Honda,2627,HR-V,2017,HR-V 1.8 LX CVT,30644,Álcool,Gasolina,7.7,11,8.6,12.3,16-2627-2017,16-2627-30644-2017,FLEX
16,Honda,2627,HR-V,2018,HR-V 1.8 LX CVT,30644,Álcool,Gasolina,7.7,11,8.6,12.3,16-2627-2018,16-2627-30644-2018,FLEX
16,Honda,2627,HR-V,2019,HR-V 1.8 LX CVT,30644,Álcool,Gasolina,7.7,11,8.6,12.3,16-2627-2019,16-2627-30644-2019,FLEX
16,Honda,2627,HR-V,2020,HR-V 1.8 LX CVT,30644,Álcool,Gasolina,7.7,11,8.6,12.3,16-2627-2020,16-2627-30644-2020,FLEX
28,Nissan,2696,KICKS,2021,Kicks 1.6 Active CVT,30432,Álcool,Gasolina,7.7,11.4,9.4,13.7,28-2696-2021,28-2696-30432-2021,FLEX
4,BMW,2693,M2,2021,M2 Competition 3.0,31141,Gasolina,N/D,7.7,N/D,9.3,N/D,4-2693-2021,4-2693-31141-2021,GASOLINA
31,Renault,2652,DUSTER OROCH,2022,Duster Oroch 1.6 Express,30759,Álcool,Gasolina,7.6,11.1,7.7,11.2,31-2652-2022,31-2652-30759-2022,FLEX
40,Outras,465,CAMRY,2016,Camry 3.5 V6 VVT-i (Aut),25965,Gasolina,N/D,7.6,N/D,10.2,N/D,40-465-2016,40-465-25965-2016,GASOLINA
36,Volkswagen,494,QUANTUM,1995,Santana Quantum CLi 1.8,2023,N/D,N/D,7.6,N/D,10.4,N/D,36-494-1995,36-494-2023-1995,N/D
31,Renault,2717,CAPTUR,2017,Captur Zen 1.6 16v SCe,27838,Álcool,Gasolina,7.6,10.9,8,11.3,31-2717-2017,31-2717-27838-2017,FLEX
31,Renault,2652,DUSTER OROCH,2019,Duster Oroch 1.6 16V SCe Express (Flex),28757,Álcool,Gasolina,7.6,11.1,7.7,11.2,31-2652-2019,31-2652-28757-2019,FLEX
31,Renault,2652,DUSTER OROCH,2020,Duster Oroch 1.6 Express,29999,Álcool,Gasolina,7.6,11.1,7.7,11.2,31-2652-2020,31-2652-29999-2020,FLEX
31,Renault,2652,DUSTER OROCH,2021,Duster Oroch 1.6 Express,30113,Álcool,Gasolina,7.6,11.1,7.7,11.2,31-2652-2021,31-2652-30113-2021,FLEX
36,Volkswagen,1072,PASSAT CC,2011,Passat CC 3.6 V6 FSI DSG 4Motion,8246,Gasolina,N/D,7.6,N/D,13.7,N/D,36-1072-2011,36-1072-8246-2011,GASOLINA
36,Volkswagen,1072,PASSAT CC,2010,Passat CC 3.6 V6 FSI DSG 4Motion,6481,Gasolina,N/D,7.6,N/D,13.7,N/D,36-1072-2010,36-1072-6481-2010,GASOLINA
40,Outras,465,CAMRY,2017,Camry 3.5 V6 VVT-i (Aut),27157,Gasolina,N/D,7.6,N/D,10.2,N/D,40-465-2017,40-465-27157-2017,GASOLINA
36,Volkswagen,480,GOL,2014,Gol 1.0 8V (G4)(Flex)2p,14948,Álcool,Gasolina,7.6,N/D,9,N/D,36-480-2014,36-480-14948-2014,FLEX
36,Volkswagen,1072,PASSAT CC,2012,Passat CC 3.6 V6 FSI DSG 4Motion,13565,Gasolina,N/D,7.6,N/D,13.7,N/D,36-1072-2012,36-1072-13565-2012,GASOLINA
36,Volkswagen,2638,GOLF VARIANT,2018,Golf Comfortline Variant 1.4 250 TSI (Aut) (Flex),28973,Álcool,Gasolina,7.5,10.9,9.5,13.8,36-2638-2018,36-2638-28973-2018,FLEX
30,Porsche,735,CAYENNE,2011,Cayenne 3.6 V6 4WD,8392,Gasolina,N/D,7.5,N/D,12.5,N/D,30-735-2011,30-735-8392-2011,GASOLINA
36,Volkswagen,478,FOX,2015,Fox Trendline 1.0 TEC (Flex),21448,Álcool,Gasolina,7.5,11.1,8.8,12.7,36-478-2015,36-478-21448-2015,FLEX
30,Porsche,735,CAYENNE,2012,Cayenne 3.6 V6 4WD,13302,Gasolina,N/D,7.5,N/D,12.5,N/D,30-735-2012,30-735-13302-2012,GASOLINA
30,Porsche,735,CAYENNE,2013,Cayenne 3.6 V6 4WD,14923,Gasolina,N/D,7.5,N/D,12.5,N/D,30-735-2013,30-735-14923-2013,GASOLINA
36,Volkswagen,829,CROSSFOX,2016,CrossFox 1.6 16v MSI (Flex),22553,Álcool,Gasolina,7.5,10.6,8.3,11.7,36-829-2016,36-829-22553-2016,FLEX
31,Renault,998,SYMBOL,2013,Symbol 1.6 16V Privilège (flex),14245,Álcool,Gasolina,7.5,N/D,8.4,N/D,31-998-2013,31-998-14245-2013,FLEX
31,Renault,2320,DUSTER,2019,Duster 1.6 16V SCe Expression (Flex),28716,Álcool,Gasolina,7.5,11.1,7.9,11.4,31-2320-2019,31-2320-28716-2019,FLEX
36,Volkswagen,829,CROSSFOX,2017,CrossFox 1.6 16v MSI (Flex),26121,Álcool,Gasolina,7.5,10.6,8.3,11.7,36-829-2017,36-829-26121-2017,FLEX
36,Volkswagen,478,FOX,2016,Fox 1.0 TEC Comfortline (Flex),22551,Álcool,Gasolina,7.5,11.1,8.8,12.7,36-478-2016,36-478-22551-2016,FLEX
31,Renault,2320,DUSTER,2020,Duster 1.6 16V SCe Expression (Flex),29337,Álcool,Gasolina,7.5,11.1,7.9,11.4,31-2320-2020,31-2320-29337-2020,FLEX
35,Toyota,468,COROLLA,2012,Corolla Sedan 1.8 Dual VVT-i XLI (flex),12453,Álcool,Gasolina,7.5,N/D,10.9,N/D,35-468-2012,35-468-12453-2012,FLEX
29,Peugeot,2636,2008,2020,2008 1.6 Allure (Aut),29611,Álcool,Gasolina,7.5,10.7,9.2,13,29-2636-2020,29-2636-29611-2020,FLEX
5,Chevrolet,145,MONZA,1984,Monza Sedan SLE 1.8,429,N/D,N/D,7.5,N/D,9,N/D,5-145-1984,5-145-429-1984,N/D
40,Outras,468,COROLLA,2012,Corolla Sedan 1.8 Dual VVT-i XLI (flex),12453,Álcool,Gasolina,7.5,N/D,10.9,N/D,40-468-2012,40-468-12453-2012,FLEX
4,BMW,2756,X2,2021,X2 1.5 sDrive18i GP,30390,Álcool,Gasolina,7.4,10.6,8.7,12.5,4-2756-2021,4-2756-30390-2021,FLEX
31,Renault,2634,SANDERO STEPWAY,2016,Sandero Stepway 1.6 8V (Flex),22442,Álcool,Gasolina,7.4,10.5,8.1,11.6,31-2634-2016,31-2634-22442-2016,FLEX
35,Toyota,468,COROLLA,2015,Corolla Sedan 1.8 Dual VVT-i GLi (Flex),16823,Álcool,Gasolina,7.3,10.7,9.1,13.2,35-468-2015,35-468-16823-2015,FLEX
35,Toyota,468,COROLLA,2016,Corolla Sedan 1.8 Dual VVT-i GLi (Flex),22140,Álcool,Gasolina,7.3,10.7,9.1,13.2,35-468-2016,35-468-22140-2016,FLEX
7,Citroën,2762,C4 CACTUS,2019,C4 Cactus 1.6 Feel Pack (Aut),29561,Álcool,Gasolina,7.3,10.4,9.1,13.0,7-2762-2019,7-2762-29561-2019,FLEX
35,Toyota,468,COROLLA,2017,Corolla 1.8 Dual VVT-i GLi (Flex),25396,Álcool,Gasolina,7.3,10.7,9.1,13.2,35-468-2017,35-468-25396-2017,FLEX
40,Outras,468,COROLLA,2018,Corolla 1.8 Dual VVT-i GLi (Flex),27306,Álcool,Gasolina,7.3,10.7,9.1,13.2,40-468-2018,40-468-27306-2018,FLEX
31,Renault,2717,CAPTUR,2019,Captur Life 1.6 CVT,29431,Álcool,Gasolina,7.3,10.5,8.1,11.7,31-2717-2019,31-2717-29431-2019,FLEX
30,Porsche,428,BOXSTER,2011,Boxster 2.7,5065,Gasolina,N/D,7.3,N/D,14.7,N/D,30-428-2011,30-428-5065-2011,GASOLINA
30,Porsche,428,BOXSTER,2010,Boxster 2.7,5065,Gasolina,N/D,7.3,N/D,14.7,N/D,30-428-2010,30-428-5065-2010,GASOLINA
31,Renault,2717,CAPTUR,2018,Captur Life 1.6 16v SCe X-Tronic,28494,Álcool,Gasolina,7.3,10.5,8.1,11.7,31-2717-2018,31-2717-28494-2018,FLEX
30,Porsche,428,BOXSTER,2012,Boxster 2.9,1520,Gasolina,N/D,7.3,N/D,14.7,N/D,30-428-2012,30-428-1520-2012,GASOLINA
40,Outras,468,COROLLA,2017,Corolla 1.8 Dual VVT-i GLi (Flex),25396,Álcool,Gasolina,7.3,10.7,9.1,13.2,40-468-2017,40-468-25396-2017,FLEX
35,Toyota,468,COROLLA,2018,Corolla 1.8 Dual VVT-i GLi (Flex),27306,Álcool,Gasolina,7.3,10.7,9.1,13.2,35-468-2018,35-468-27306-2018,FLEX
29,Peugeot,2249,408,2019,408 Business 1.6 THP AT (Flex),28957,Álcool,Gasolina,7.3,10.6,9.2,13,29-2249-2019,29-2249-28957-2019,FLEX
7,Citroën,2762,C4 CACTUS,2021,C4 Cactus 1.6 Feel Pack (Aut),29561,Álcool,Gasolina,7.3,10.4,9.1,13,7-2762-2021,7-2762-29561-2021,FLEX
31,Renault,2320,DUSTER,2012,Duster 1.6 16V (Flex),13271,Álcool,Gasolina,7.3,N/D,9.3,N/D,31-2320-2012,31-2320-13271-2012,FLEX
29,Peugeot,2249,408,2017,408 Business Pro 1.6 THP BVA (Flex),27071,N/D,N/D,7.3,10.6,9.2,13,29-2249-2017,29-2249-27071-2017,N/D
40,Outras,468,COROLLA,2015,Corolla Sedan 1.8 Dual VVT-i GLi (Flex),16823,Álcool,Gasolina,7.3,10.7,9.1,13.2,40-468-2015,40-468-16823-2015,FLEX
40,Outras,468,COROLLA,2016,Corolla Sedan 1.8 Dual VVT-i GLi (Flex),22140,Álcool,Gasolina,7.3,10.7,9.1,13.2,40-468-2016,40-468-22140-2016,FLEX
29,Peugeot,2636,2008,2021,2008 1.6 Allure AT,30514,Álcool,Gasolina,7.3,10.5,8.7,12.8,29-2636-2021,29-2636-30514-2021,FLEX
29,Peugeot,2636,2008,2015,2008 Griffe 1.6 16V (Flex),22216,Álcool,Gasolina,7.3,10.2,8.2,11.6,29-2636-2015,29-2636-22216-2015,FLEX
31,Renault,2320,DUSTER,2013,Duster 1.6 16V (Flex),13724,Álcool,Gasolina,7.3,N/D,9.3,N/D,31-2320-2013,31-2320-13724-2013,FLEX
29,Peugeot,2636,2008,2016,2008 Allure 1.6 16V (Flex),22214,Álcool,Gasolina,7.3,10.2,8.2,11.6,29-2636-2016,29-2636-22214-2016,FLEX
3,Audi,2246,RS5,2021,RS5 2.9 TFSI Tiptronic Quattro Sportback,30715,Gasolina,N/D,7.3,N/D,9.7,N/D,3-2246-2021,3-2246-30715-2021,GASOLINA
29,Peugeot,2249,408,2018,408 Business 1.6 THP (Aut) (Flex),28037,Álcool,Gasolina,7.3,10.6,9.2,13,29-2249-2018,29-2249-28037-2018,FLEX
27,Mitsubishi,866,LANCER EVOLUTION,2014,Lancer Evolution X Carbon Series,15513,Gasolina,N/D,7.2,N/D,11.8,N/D,27-866-2014,27-866-15513-2014,GASOLINA
27,Mitsubishi,866,LANCER EVOLUTION,2013,Lancer Evolution X MR 4WD,14472,Gasolina,N/D,7.2,N/D,11.8,N/D,27-866-2013,27-866-14472-2013,GASOLINA
36,Volkswagen,480,GOL,1989,Gol CL 1.6,1753,N/D,N/D,7.2,N/D,8.7,N/D,36-480-1989,36-480-1753-1989,N/D
36,Volkswagen,480,GOL,1991,Gol CL 1.6,1753,N/D,N/D,7.2,N/D,8.7,N/D,36-480-1991,36-480-1753-1991,N/D
16,Honda,231,CIVIC,2004,Civic 2.0 LX CVT,30568,Álcool,Gasolina,7.2,10.5,8.9,13,16-231-2004,16-231-30568-2004,FLEX
36,Volkswagen,480,GOL,1990,Gol CL 1.6,1753,N/D,N/D,7.2,N/D,8.7,N/D,36-480-1990,36-480-1753-1990,N/D
16,Honda,231,CIVIC,2005,Civic 2.0 LX CVT,30568,Álcool,Gasolina,7.2,10.5,8.9,13,16-231-2005,16-231-30568-2005,FLEX
16,Honda,231,CIVIC,2000,Civic 2.0 LX CVT,30568,Álcool,Gasolina,7.2,10.5,8.9,13,16-231-2000,16-231-30568-2000,FLEX
36,Volkswagen,480,GOL,1988,Gol CL 1.6,1753,N/D,N/D,7.2,N/D,8.7,N/D,36-480-1988,36-480-1753-1988,N/D
16,Honda,231,CIVIC,2003,Civic 2.0 LX CVT,30568,Álcool,Gasolina,7.2,10.5,8.9,13,16-231-2003,16-231-30568-2003,FLEX
16,Honda,231,CIVIC,2002,Civic 2.0 LX CVT,30568,Álcool,Gasolina,7.2,10.5,8.9,13,16-231-2002,16-231-30568-2002,FLEX
16,Honda,231,CIVIC,1998,Civic 2.0 LX CVT,30568,Álcool,Gasolina,7.2,10.5,8.9,13,16-231-1998,16-231-30568-1998,FLEX
16,Honda,231,CIVIC,1999,Civic 2.0 LX CVT,30568,Álcool,Gasolina,7.2,10.5,8.9,13,16-231-1999,16-231-30568-1999,FLEX
36,Volkswagen,495,VOYAGE,1985,Voyage LS 1.6,2048,N/D,N/D,7.2,N/D,8.7,N/D,36-495-1985,36-495-2048-1985,N/D
36,Volkswagen,495,VOYAGE,1984,Voyage LS 1.6,2048,N/D,N/D,7.2,N/D,8.7,N/D,36-495-1984,36-495-2048-1984,N/D
36,Volkswagen,495,VOYAGE,1983,Voyage LS 1.6,2048,N/D,N/D,7.2,N/D,8.7,N/D,36-495-1983,36-495-2048-1983,N/D
29,Peugeot,2351,308,2019,308 1.6 THP Business AT (Flex),28954,Álcool,Gasolina,7.2,10.6,8.9,12.9,29-2351-2019,29-2351-28954-2019,FLEX
29,Peugeot,2351,308,2018,308 1.6 THP Business Pro (Flex) (Aut),27900,Álcool,Gasolina,7.2,10.6,8.9,12.9,29-2351-2018,29-2351-27900-2018,FLEX
